Date,Open,High,Low,Close,Adj Close,Volume
2019-03-15,98605.000000,99393.000000,98597.000000,99137.000000,99137.000000,5136400
2019-03-18,99141.000000,100038.000000,99141.000000,99994.000000,99994.000000,4204100
2019-03-19,99991.000000,100439.000000,99373.000000,99588.000000,99588.000000,5231100
2019-03-20,99588.000000,99708.000000,97981.000000,98041.000000,98041.000000,4633200
2019-03-21,98041.000000,98046.000000,95456.000000,96729.000000,96729.000000,5321200
2019-03-22,96725.000000,96725.000000,93380.000000,93735.000000,93735.000000,6001100
2019-03-25,93735.000000,94384.000000,93103.000000,93662.000000,93662.000000,4508400
2019-03-26,93668.000000,95525.000000,93668.000000,95307.000000,95307.000000,4660700
2019-03-27,95297.000000,95297.000000,91903.000000,91903.000000,91903.000000,5726900
2019-03-28,91901.000000,94854.000000,91584.000000,94389.000000,94389.000000,5192300
2019-03-29,94402.000000,95863.000000,94402.000000,95415.000000,95415.000000,4674600
2019-04-01,95423.000000,96752.000000,95423.000000,96054.000000,96054.000000,3753500
2019-04-02,96062.000000,96690.000000,94825.000000,95387.000000,95387.000000,3713200
2019-04-03,95392.000000,96442.000000,94124.000000,94491.000000,94491.000000,4308900
2019-04-04,94503.000000,96394.000000,94334.000000,96313.000000,96313.000000,4086200
2019-04-05,96319.000000,97493.000000,96152.000000,97108.000000,97108.000000,3689000
2019-04-08,97110.000000,97610.000000,96743.000000,97369.000000,97369.000000,3430800
2019-04-09,97366.000000,97366.000000,95488.000000,96292.000000,96292.000000,3733400
2019-04-10,96292.000000,96902.000000,95670.000000,95953.000000,95953.000000,4574600
2019-04-11,95954.000000,95954.000000,94173.000000,94755.000000,94755.000000,3530500
2019-04-12,94747.000000,94768.000000,92516.000000,92875.000000,92875.000000,6712200
2019-04-15,92875.000000,93723.000000,92697.000000,93083.000000,93083.000000,4629800
2019-04-16,93082.000000,95062.000000,92879.000000,94333.000000,94333.000000,4581600
2019-04-17,94337.000000,95042.000000,92338.000000,93285.000000,93285.000000,6458600
2019-04-18,93285.000000,95140.000000,93285.000000,94578.000000,94578.000000,4933300
2019-04-22,94578.000000,95038.000000,93721.000000,94588.000000,94588.000000,3176600
2019-04-23,94590.000000,96315.000000,94590.000000,95923.000000,95923.000000,4309100
2019-04-24,95923.000000,95923.000000,94163.000000,95045.000000,95045.000000,4658800
2019-04-25,95027.000000,96552.000000,94213.000000,96552.000000,96552.000000,4878200
2019-04-26,96552.000000,96563.000000,95620.000000,96236.000000,96236.000000,3767100
2019-04-29,96254.000000,97123.000000,96004.000000,96188.000000,96188.000000,3225400
2019-04-30,96191.000000,96707.000000,95613.000000,96353.000000,96353.000000,4228600
2019-05-02,96339.000000,96339.000000,95312.000000,95528.000000,95528.000000,3863600
2019-05-03,95521.000000,96315.000000,95521.000000,96008.000000,96008.000000,4014800
2019-05-06,95992.000000,95992.000000,94540.000000,95009.000000,95009.000000,3216000
2019-05-07,95009.000000,95009.000000,92750.000000,94389.000000,94389.000000,4907400
2019-05-08,94389.000000,96312.000000,94389.000000,95597.000000,95597.000000,4916500
2019-05-09,95597.000000,95597.000000,93883.000000,94808.000000,94808.000000,4152200
2019-05-10,94809.000000,94848.000000,93234.000000,94258.000000,94258.000000,4097900
2019-05-13,94252.000000,94252.000000,91600.000000,91727.000000,91727.000000,4662600
2019-05-14,91736.000000,92529.000000,91562.000000,92092.000000,92092.000000,4045400
2019-05-15,92088.000000,92088.000000,90295.000000,91623.000000,91623.000000,4791900
2019-05-16,91622.000000,91622.000000,89778.000000,90024.000000,90024.000000,5570000
2019-05-17,90023.000000,91321.000000,89409.000000,89993.000000,89993.000000,5342700
2019-05-20,90006.000000,92117.000000,89822.000000,91946.000000,91946.000000,4620000
2019-05-21,91946.000000,94573.000000,91946.000000,94485.000000,94485.000000,5397000
2019-05-22,94485.000000,95212.000000,93883.000000,94361.000000,94361.000000,4232500
2019-05-23,94360.000000,94547.000000,93300.000000,93910.000000,93910.000000,3787800
2019-05-24,93912.000000,94900.000000,93545.000000,93628.000000,93628.000000,3484700
2019-05-27,93626.000000,95444.000000,93626.000000,94864.000000,94864.000000,2544800
2019-05-28,94863.000000,96552.000000,94707.000000,96393.000000,96393.000000,6383100
2019-05-29,96389.000000,96986.000000,95690.000000,96567.000000,96567.000000,4559100
2019-05-30,96566.000000,97939.000000,96511.000000,97457.000000,97457.000000,4398200
2019-05-31,97420.000000,97992.000000,96792.000000,97030.000000,97030.000000,5089500
2019-06-03,97036.000000,97757.000000,96430.000000,97020.000000,97020.000000,4547900
2019-06-04,97020.000000,97723.000000,96593.000000,97380.000000,97380.000000,4293300
2019-06-05,97381.000000,97686.000000,95686.000000,95999.000000,95999.000000,3769100
2019-06-06,96002.000000,97462.000000,96002.000000,97205.000000,97205.000000,4054900
2019-06-07,97205.000000,98326.000000,97205.000000,97821.000000,97821.000000,3718500
2019-06-10,97828.000000,97856.000000,96782.000000,97467.000000,97467.000000,3584000
2019-06-11,97467.000000,98985.000000,97467.000000,98960.000000,98960.000000,4922400
2019-06-12,98960.000000,99240.000000,97831.000000,98321.000000,98321.000000,4948800
2019-06-13,98321.000000,99364.000000,98321.000000,98774.000000,98774.000000,5594000
2019-06-14,98776.000000,98981.000000,97601.000000,98040.000000,98040.000000,9184900
2019-06-17,98038.000000,98439.000000,97623.000000,97623.000000,97623.000000,3926300
2019-06-18,97633.000000,99412.000000,97633.000000,99404.000000,99404.000000,4524500
2019-06-19,99403.000000,100327.000000,98978.000000,100303.000000,100303.000000,4411300
2019-06-21,100305.000000,102100.000000,100305.000000,102013.000000,102013.000000,5490800
2019-06-24,102018.000000,102617.000000,101589.000000,102062.000000,102062.000000,3559800
2019-06-25,102061.000000,102061.000000,99890.000000,100093.000000,100093.000000,4469200
2019-06-26,100095.000000,101126.000000,100095.000000,100689.000000,100689.000000,5013800
2019-06-27,100689.000000,101025.000000,99421.000000,100724.000000,100724.000000,4154700
2019-06-28,100726.000000,101563.000000,100726.000000,100967.000000,100967.000000,4079900
2019-07-01,100973.000000,102432.000000,100973.000000,101340.000000,101340.000000,411600
2019-07-02,101342.000000,101565.000000,100073.000000,100605.000000,100605.000000,4951600
2019-07-03,100576.000000,102177.000000,100451.000000,102043.000000,102043.000000,4801200
2019-07-04,102047.000000,104022.000000,102047.000000,103636.000000,103636.000000,3978700
2019-07-05,103628.000000,104176.000000,102622.000000,104089.000000,104089.000000,4208400
2019-07-08,104090.000000,104679.000000,103988.000000,104530.000000,104530.000000,3500300
2019-07-10,104537.000000,106650.000000,104537.000000,105817.000000,105817.000000,6815700
2019-07-11,105818.000000,105886.000000,104814.000000,105146.000000,105146.000000,4845300
2019-07-12,105158.000000,105731.000000,103903.000000,103906.000000,103906.000000,4748000
2019-07-15,103909.000000,104578.000000,103495.000000,103803.000000,103803.000000,3995500
2019-07-16,103805.000000,104440.000000,103361.000000,103775.000000,103775.000000,4475800
2019-07-17,103775.000000,104453.000000,103712.000000,103856.000000,103856.000000,3818300
2019-07-18,103859.000000,104773.000000,103859.000000,104717.000000,104717.000000,4410900
2019-07-19,104716.000000,104723.000000,103388.000000,103452.000000,103452.000000,3484400
2019-07-22,103452.000000,104278.000000,103452.000000,103949.000000,103949.000000,3464400
2019-07-23,103949.000000,104430.000000,103518.000000,103704.000000,103704.000000,4050300
2019-07-24,103707.000000,104570.000000,103707.000000,104120.000000,104120.000000,4872700
2019-07-25,102991.000000,103464.000000,102390.000000,102655.000000,102655.000000,5804700
2019-07-26,102654.000000,103209.000000,102196.000000,102819.000000,102819.000000,5141400
2019-07-29,102817.000000,103483.000000,102461.000000,103483.000000,103483.000000,3559900
2019-07-30,103483.000000,103555.000000,102596.000000,102933.000000,102933.000000,4060500
2019-07-31,102946.000000,103129.000000,100950.000000,101812.000000,101812.000000,5072900
2019-08-01,101819.000000,104056.000000,101819.000000,102126.000000,102126.000000,7129100
2019-08-02,102122.000000,103180.000000,101667.000000,102674.000000,102674.000000,4923500
2019-08-05,102658.000000,102658.000000,99630.000000,100098.000000,100098.000000,5000400
2019-08-06,100098.000000,102178.000000,100098.000000,102164.000000,102164.000000,5074800
2019-08-07,102163.000000,102784.000000,100476.000000,102782.000000,102782.000000,5570600
2019-08-08,102811.000000,104282.000000,102811.000000,104115.000000,104115.000000,5538300
2019-08-09,104102.000000,104848.000000,103547.000000,103996.000000,103996.000000,4549300
2019-08-12,103946.000000,103946.000000,101621.000000,101915.000000,101915.000000,4509700
2019-08-13,101912.000000,103778.000000,101414.000000,103299.000000,103299.000000,5198900
2019-08-14,103270.000000,103270.000000,99955.000000,100258.000000,100258.000000,6485200
2019-08-15,100262.000000,101014.000000,98200.000000,99057.000000,99057.000000,6585300
2019-08-16,99059.000000,100567.000000,99059.000000,99806.000000,99806.000000,5483400
2019-08-19,99810.000000,100948.000000,98908.000000,99469.000000,99469.000000,4924000
2019-08-20,99472.000000,99665.000000,98002.000000,99222.000000,99222.000000,5235200
2019-08-21,99227.000000,101240.000000,99221.000000,101202.000000,101202.000000,5969700
2019-08-22,101209.000000,101469.000000,100011.000000,100011.000000,100011.000000,4495500
2019-08-23,100007.000000,100025.000000,97085.000000,97667.000000,97667.000000,5668800
2019-08-26,97687.000000,98436.000000,95961.000000,96430.000000,96430.000000,4136800
2019-08-27,96434.000000,97951.000000,95855.000000,97276.000000,97276.000000,6581700
2019-08-28,97273.000000,98346.000000,96557.000000,98194.000000,98194.000000,4350800
2019-08-29,98194.000000,100684.000000,98194.000000,100524.000000,100524.000000,5163300
2019-08-30,100526.000000,101551.000000,100526.000000,101135.000000,101135.000000,6109600
2019-09-02,101133.000000,101611.000000,100626.000000,100626.000000,100626.000000,2685400
2019-09-03,100626.000000,101417.000000,99406.000000,99681.000000,99681.000000,0
2019-09-04,99706.000000,101201.000000,99706.000000,101201.000000,101201.000000,4310700
2019-09-05,101204.000000,103258.000000,101204.000000,102243.000000,102243.000000,4814300
2019-09-06,102247.000000,103182.000000,102246.000000,102935.000000,102935.000000,3976000
2019-09-09,102937.000000,104260.000000,102793.000000,103181.000000,103181.000000,5516800
2019-09-10,103180.000000,103503.000000,102231.000000,103032.000000,103032.000000,5478900
2019-09-11,103036.000000,104156.000000,103036.000000,103446.000000,103446.000000,4877000
2019-09-12,104389.000000,104618.000000,103733.000000,104371.000000,104371.000000,4962500
2019-09-13,104371.000000,104699.000000,103275.000000,103501.000000,103501.000000,4039400
2019-09-16,103496.000000,104005.000000,102782.000000,103680.000000,103680.000000,6038700
2019-09-17,103680.000000,104619.000000,103079.000000,104617.000000,104617.000000,4574900
2019-09-18,104616.000000,104762.000000,103684.000000,104532.000000,104532.000000,3882100
2019-09-19,104555.000000,106001.000000,104286.000000,104339.000000,104339.000000,4915800
2019-09-20,104339.000000,105045.000000,103914.000000,104817.000000,104817.000000,6769100
2019-09-23,104817.000000,104817.000000,104020.000000,104638.000000,104638.000000,6769100
2019-09-24,104638.000000,104893.000000,103504.000000,103876.000000,103876.000000,3972200
2019-09-25,103857.000000,104481.000000,103034.000000,104481.000000,104481.000000,4117500
2019-09-26,104485.000000,105342.000000,104337.000000,105319.000000,105319.000000,4138700
2019-09-27,105319.000000,105633.000000,104506.000000,105078.000000,105078.000000,3471200
2019-09-30,105077.000000,105178.000000,104638.000000,104745.000000,104745.000000,3895800
2019-10-01,104745.000000,105121.000000,103837.000000,104053.000000,104053.000000,4095700
2019-10-02,104049.000000,104049.000000,100944.000000,101031.000000,101031.000000,5066200
2019-10-03,101031.000000,101560.000000,99826.000000,101516.000000,101516.000000,4665600
2019-10-04,101516.000000,102580.000000,101057.000000,102551.000000,102551.000000,4649400
2019-10-07,102546.000000,102546.000000,100542.000000,100573.000000,100573.000000,3938300
2019-10-08,100565.000000,101296.000000,99868.000000,99981.000000,99981.000000,4342700
2019-10-09,100005.000000,101567.000000,100005.000000,101249.000000,101249.000000,3939000
2019-10-10,101244.000000,102483.000000,101152.000000,101817.000000,101817.000000,4373100
2019-10-11,101819.000000,104381.000000,101819.000000,103832.000000,103832.000000,4351800
2019-10-14,103834.000000,104305.000000,103438.000000,104302.000000,104302.000000,2987900
2019-10-15,104299.000000,105048.000000,104052.000000,104490.000000,104490.000000,4093400
2019-10-16,104486.000000,105462.000000,103521.000000,105423.000000,105423.000000,4509400
2019-10-17,105389.000000,105891.000000,104827.000000,105016.000000,105016.000000,4189000
2019-10-18,105012.000000,105464.000000,104525.000000,104729.000000,104729.000000,4478100
2019-10-21,104729.000000,106027.000000,104696.000000,106022.000000,106022.000000,3504900
2019-10-22,107101.000000,107382.000000,107076.000000,107381.000000,107381.000000,5224900
2019-10-23,107381.000000,107959.000000,107041.000000,107544.000000,107544.000000,4656200
2019-10-24,107553.000000,107744.000000,106593.000000,106986.000000,106986.000000,5619200
2019-10-25,106990.000000,108083.000000,106990.000000,107364.000000,107364.000000,5398900
2019-10-28,107366.000000,108393.000000,107362.000000,108187.000000,108187.000000,3967200
2019-10-29,108189.000000,108195.000000,107313.000000,107556.000000,107556.000000,4313200
2019-10-30,107557.000000,108408.000000,106622.000000,108408.000000,108408.000000,5450600
2019-10-31,108403.000000,108403.000000,106356.000000,107220.000000,107220.000000,5376000
2019-11-01,107221.000000,108496.000000,107220.000000,108196.000000,108196.000000,5466300
2019-11-04,108196.000000,109352.000000,108196.000000,108601.000000,108601.000000,5182200
2019-11-05,108779.000000,109343.000000,108253.000000,108451.000000,108451.000000,5657600
2019-11-06,108719.000000,109633.000000,107446.000000,108336.000000,108336.000000,5505500
2019-11-07,108360.000000,109672.000000,108360.000000,109581.000000,109581.000000,6075600
2019-11-08,109572.156250,109572.156250,108063.742188,108884.710938,108884.710938,0
