Date,Open,High,Low,Close,Adj Close,Volume
2018-11-08,87719.000000,88570.000000,85620.000000,85620.000000,85620.000000,5297700
2018-11-09,85620.000000,86233.000000,84030.000000,85641.000000,85641.000000,4814400
2018-11-12,85644.000000,86227.000000,85009.000000,85525.000000,85525.000000,3534000
2018-11-13,85531.000000,85941.000000,84071.000000,84914.000000,84914.000000,4410700
2018-11-14,84898.000000,85973.000000,84267.000000,85973.000000,85973.000000,5591600
2018-11-16,85975.000000,88516.000000,85975.000000,88515.000000,88515.000000,5184200
2018-11-19,88472.000000,88484.000000,87047.000000,87901.000000,87901.000000,3642100
2018-11-21,87896.000000,87896.000000,86254.000000,87269.000000,87269.000000,4140600
2018-11-22,87269.000000,87656.000000,87222.000000,87477.000000,87477.000000,2244500
2018-11-23,87479.000000,87479.000000,85763.000000,86230.000000,86230.000000,4148700
2018-11-26,86237.000000,87147.000000,84905.000000,85547.000000,85547.000000,4557300
2018-11-27,85547.000000,88018.000000,85377.000000,87891.000000,87891.000000,4971300
2018-11-28,87891.000000,89483.000000,87153.000000,89251.000000,89251.000000,5295600
2018-11-29,89145.000000,89910.000000,88475.000000,89710.000000,89710.000000,4257400
2018-11-30,89709.000000,90246.000000,89258.000000,89504.000000,89504.000000,6736700
2018-12-03,89511.000000,91242.000000,89429.000000,89820.000000,89820.000000,5935600
2018-12-04,89820.000000,90452.000000,88041.000000,88624.000000,88624.000000,4879700
2018-12-05,88644.000000,89111.000000,88449.000000,89040.000000,89040.000000,2790000
2018-12-06,88933.000000,88933.000000,87025.000000,88846.000000,88846.000000,4370100
2018-12-07,88849.000000,89986.000000,87907.000000,88115.000000,88115.000000,4479100
2018-12-10,88115.000000,88384.000000,85915.000000,85915.000000,85915.000000,4084400
2018-12-11,85918.000000,87520.000000,85583.000000,86420.000000,86420.000000,4390100
2018-12-12,86420.000000,87946.000000,86420.000000,86977.000000,86977.000000,5000500
2018-12-13,86979.000000,87842.000000,86856.000000,87838.000000,87838.000000,3658600
2018-12-14,87838.000000,88184.000000,87106.000000,87450.000000,87450.000000,3553300
2018-12-17,87448.000000,87820.000000,86328.000000,86400.000000,86400.000000,3849300
2018-12-18,86400.000000,87274.000000,86400.000000,86610.000000,86610.000000,4093500
2018-12-19,86617.000000,88101.000000,85674.000000,85674.000000,85674.000000,5664200
2018-12-20,85678.000000,86584.000000,84756.000000,85269.000000,85269.000000,6100500
2018-12-21,85269.000000,86554.000000,85134.000000,85697.000000,85697.000000,6076200
2018-12-26,85684.000000,85684.000000,83892.000000,85136.000000,85136.000000,3355100
2018-12-27,85141.000000,85739.000000,84876.000000,85460.000000,85460.000000,3820900
2018-12-28,85469.000000,88044.000000,85469.000000,87887.000000,87887.000000,3649100
2019-01-02,87887.000000,91479.000000,87536.000000,91012.000000,91012.000000,5615400
2019-01-03,91011.000000,91596.000000,89922.000000,91564.000000,91564.000000,6066200
2019-01-04,91577.000000,92701.000000,90824.000000,91841.000000,91841.000000,5322100
2019-01-07,91845.000000,92552.000000,91288.000000,91699.000000,91699.000000,4565000
2019-01-08,91699.000000,92231.000000,91064.000000,92032.000000,92032.000000,4496500
2019-01-09,92033.000000,93626.000000,92028.000000,93613.000000,93613.000000,5011400
2019-01-10,93599.000000,93987.000000,93050.000000,93806.000000,93806.000000,4840600
2019-01-11,93806.000000,93961.000000,93359.000000,93658.000000,93658.000000,5330500
2019-01-14,93645.000000,94474.000000,93335.000000,94474.000000,94474.000000,4486900
2019-01-15,94474.000000,94695.000000,93402.000000,94056.000000,94056.000000,4836400
2019-01-16,94057.000000,94393.000000,93687.000000,94393.000000,94393.000000,4257400
2019-01-17,94393.000000,95682.000000,93950.000000,95351.000000,95351.000000,4944200
2019-01-18,95386.000000,96396.000000,95386.000000,96097.000000,96097.000000,4884000
2019-01-21,96093.000000,96093.000000,94863.000000,96010.000000,96010.000000,2717600
2019-01-22,96008.000000,96070.000000,94662.000000,95103.000000,95103.000000,4256000
2019-01-23,95116.000000,96576.000000,95116.000000,96558.000000,96558.000000,0
2019-01-24,96558.000000,97677.000000,96558.000000,97677.000000,97677.000000,5019400
2019-01-28,97674.000000,97937.000000,94783.000000,95444.000000,95444.000000,7185300
2019-01-29,95508.000000,96751.000000,95508.000000,95639.000000,95639.000000,5262000
2019-01-30,95643.000000,97107.000000,95643.000000,96996.000000,96996.000000,6164400
2019-01-31,96996.000000,98405.000000,96996.000000,97394.000000,97394.000000,5976000
2019-02-01,97395.000000,98044.000000,96990.000000,97861.000000,97861.000000,4301600
2019-02-04,97861.000000,98589.000000,96901.000000,98589.000000,98589.000000,4278300
2019-02-05,98587.000000,98587.000000,97596.000000,98311.000000,98311.000000,4773700
2019-02-06,98308.000000,98308.000000,94636.000000,94636.000000,94636.000000,5458200
2019-02-07,94654.000000,95642.000000,93507.000000,94406.000000,94406.000000,5612500
2019-02-08,94401.000000,95486.000000,93424.000000,95343.000000,95343.000000,5302500
2019-02-11,95351.000000,95499.000000,93737.000000,94413.000000,94413.000000,3767300
2019-02-12,94420.000000,96571.000000,94420.000000,96168.000000,96168.000000,4915000
2019-02-13,96169.000000,96804.000000,95389.000000,95842.000000,95842.000000,5814400
2019-02-14,95843.000000,98019.000000,94915.000000,98015.000000,98015.000000,5222300
2019-02-15,98015.000000,98238.000000,97083.000000,97526.000000,97526.000000,4586300
2019-02-18,97527.000000,97527.000000,96239.000000,96510.000000,96510.000000,2837100
2019-02-19,96513.000000,98185.000000,96513.000000,97659.000000,97659.000000,4830600
2019-02-20,97661.000000,98544.000000,96545.000000,96545.000000,96545.000000,5906800
2019-02-21,96546.000000,97231.000000,95793.000000,96932.000000,96932.000000,5814100
2019-02-22,96929.000000,97887.000000,96929.000000,97886.000000,97886.000000,4426600
2019-02-25,97881.000000,98190.000000,97087.000000,97240.000000,97240.000000,4360000
2019-02-26,97242.000000,97904.000000,97235.000000,97603.000000,97603.000000,3555100
2019-02-27,97603.000000,97782.000000,96886.000000,97307.000000,97307.000000,3873500
2019-02-28,97307.000000,97528.000000,95364.000000,95584.000000,95584.000000,5365700
2019-03-01,95584.000000,96113.000000,94394.000000,94604.000000,94604.000000,4054700
2019-03-06,94604.000000,94889.000000,93945.000000,94217.000000,94217.000000,2715300
2019-03-07,94216.000000,94532.000000,93729.000000,94340.000000,94340.000000,4104300
2019-03-08,94340.000000,95476.000000,93305.000000,95365.000000,95365.000000,4054200
2019-03-11,95384.000000,98027.000000,95384.000000,98027.000000,98027.000000,4251500
2019-03-12,98038.000000,98150.000000,97267.000000,97828.000000,97828.000000,3832900
2019-03-13,97831.000000,99267.000000,97464.000000,98904.000000,98904.000000,4812100
2019-03-14,98905.000000,99036.000000,97776.000000,98605.000000,98605.000000,3584500
